"station_name","effort_window","effort_start","effort_end","n_receiver_deployments","receivers_used","latitude","longitude"
"Santa Maria Inshore",1,2021-03-22,2025-05-01,4,"119633, NA, 123255, 132290",-26.08516667,32.96763333
"Santa Maria Mid",1,2019-03-13,2022-03-20,3,"108549, 132290, NA",-26.09439,33.00689
"Santa Maria North",1,2019-03-12,2025-05-01,6,"102852, NA, 119622, 136520, 123254, 136527",-26.0936,33.01087
"Santa Maria Point",1,2020-03-12,2021-04-22,2,"123194, 108760",-26.085167,32.967633
"Santa Maria South",1,2019-03-13,2022-03-20,3,"114023, 119107, NA",-26.09768,33.00739
"Schoen 80m",1,2018-04-05,2020-03-24,4,"547155, 547135, 547137, 547154",-34.124,25.28967
"Schoen 80m",2,2020-07-25,2022-07-22 08:55:00,4,"547151, 547861, 547845, 547155",-34.124,25.28967
"Schoen 80m",3,2023-01-20 08:25:00,2025-07-02 11:23:00,5,"547136, 547842, 547157, 552860, 547858",-34.124,25.28967
"Scottburgh",1,2015-12-15,2017-01-20,1,"112816",-30.279533,30.767733
"Seal Island MB",1,2016-04-05,2018-03-28,2,"126050, 102297",-34.1509833,22.11875
"Seola Point",1,2021-03-18 08:30:00,2025-08-29 10:35:00,4,"136527, 136523, 133801",-29.249917,31.485167
"Shelly Beach deep",1,2021-03-04 08:53:00,2024-04-27 09:07:00,3,"136529, 123255, 136533",-30.817067,30.422033
"Shelly Beach shallow",1,2021-03-04 08:48:00,2024-04-27 09:42:00,3,"136523, 123254",-30.81485,30.416183
"Slipway",1,2015-02-02,2020-03-04 11:02:00,4,"112802, 112815",-33.97665,25.66695
"Sod1_20m",1,2018-05-22 07:41:00,2020-06-03 10:32:00,2,"129006, 133404",-27.6243,32.66378333
"Sod1_30m",1,2018-05-22 07:48:00,2020-06-03 10:03:00,2,"480059, 133405",-27.62396667,32.66801667
"Sod3_30m",1,2018-05-22 10:11:00,2020-06-04 09:39:00,2,"480060, 133406",-27.91251667,32.60686667
"Something Good",1,2015-02-02,2020-03-04 10:39:00,4,"112801, 112814",-33.98356667,25.68011667
"St Croix",1,2015-07-02 12:00:00,2025-06-06 11:50:00,8,"3103, 100291, 120135, 119621, 127950, 120166",-33.798933,25.773517
"St Croix_ATAP",1,2015-09-29,2025-07-02 09:37:00,19,"119632, 112417, 126032, 120159, 119099, 547153, 547155, 547846, 547135, 547139, 547129, 547137, 547130, NA, 547151, 547134, 547859, 547148, 547866",-33.82751,25.75143
"St Francis - 60m-W",1,2018-11-16,2025-05-09 11:45:00,13,"547140, 547130, 547860, 547154, 547144, 547151, 547129, 547131, 547161, 547148, 547139, 547843",-34.08954,25.07677
"St Francis - BHB",1,2018-11-16,2025-05-09 12:58:00,13,"547132, 547139, 547852, 547137, 547131, 547135, 547842, 547862, 547144, 547168, 547151, 547865",-33.98422,25.21355
"St Francis - CSF",1,2018-11-16,2023-11-08 13:48:00,10,"547136, 547131, 547861, 547129, 547130, 547843, 547134, 547840, 547155",-34.16842,24.89824
"St Francis - CSF",2,2024-05-09 10:41:00,2025-05-09 11:05:00,2,"547852, 547862",-34.16842,24.89824
"St Francis - GAMT",1,2018-11-16,2023-05-03 14:20:00,9,"547159, 547155, 547134, 547845, 547132, 547846, 547852, 547158",-34.01743,25.055
"St Francis - GAMT",2,2023-11-08 15:59:00,2025-05-09 12:15:00,3,"547850, 547136, 547853",-34.01743,25.055
"St Francis - Thys",1,2018-11-16,2023-10-06 19:00:00,10,"547133, 547144, 547151, 547846, 547156, 547158, 547136, 547162, 547130",-34.19773,24.69349
"St Francis - Thys",2,2023-11-09 12:55:00,2025-05-09 10:05:00,3,"547855, 547144, 547131",-34.19773,24.69349
"St. Georges",1,2017-12-15,2020-03-04 12:22:00,2,"112808, 128999",-33.82818333,25.66546667
"Storms River",1,2015-03-06 08:32:00,2022-12-15 10:30:00,6,"120173, 123195, 126045, 119172, 131728, 126050",-34.018863,23.903571
"Strand",1,2022-10-25 12:01:00,2023-05-08 11:10:00,1,"549806",-34.11796,18.80766
"Strand",2,2023-06-22 10:51:00,2025-05-09 11:05:00,2,"128115, 128109",-34.11796,18.80766
"Sundays Krans",1,2015-01-23,2025-05-23,12,"120133, 119631, 119620, 120162, 119167, 120129, 120147, 119174, 138874, 131732, 120145",-33.69511,25.83502
"Sundays Offshore 1",1,2015-05-13,2015-11-06,1,"120169",-33.76546,25.89722
"Sundays Offshore 1",2,2016-11-09,2017-06-02,1,"112417",-33.76546,25.89722
"Sundays Offshore 1",3,2017-12-12,2020-03-19,5,"119171, 547156, 547130, 547860, 547846",-33.76546,25.89722
"Sundays Offshore 1",4,2020-06-08,2025-05-15 11:42:00,10,"547861, 547154, 547144, 547132, 547139, 547852, 547840, 547848, 547850, 547136",-33.76546,25.89722
"Sundays Pipe",1,2015-01-23,2020-12-04 15:00:00,7,"102300, 119624, 119099, 112345, 123188, 126032, 119098",-33.70409,25.84052
"Sundays River mouth",1,2015-02-04,2016-03-29,1,"112809",-33.72525,25.87168333
"Swartkops 1",1,2016-01-28 10:13:00,2024-11-29 12:20:00,6,"120149, 112417, 126033, 119173, 120151, 123200",-33.8588,25.62576
"Swartkops 2",1,2017-07-26 13:45:00,2024-11-29 12:55:00,5,"119098, 112347, 120157, 126039, 138870",-33.86762,25.60852
"T.O. Strand",1,2016-09-21,2017-12-01,1,"126059",-31.037117,30.245433
"TB001",1,2020-02-24 10:50:00,2025-06-20 10:45:00,5,"119100, 120149, 120136, 120168, 126039",-29.78706667,31.07616667
"TNP001",1,2019-02-06 12:17:00,2019-06-20,1,"110166",-34.02798,23.91371
"TNP002",1,2019-02-06 09:16:00,2019-07-22,1,"106610",-34.02692,23.91369
"TNP004",1,2019-02-06 09:38:00,2019-06-20,1,"110163",-34.02801,23.91493
"TNP005",1,2019-02-06 09:48:00,2019-07-22,1,"113606",-34.02901,23.91494
"TNP006",1,2019-02-06 09:53:00,2019-06-20,1,"114718",-34.029,23.9137
"TNP007",1,2019-02-06 10:10:00,2019-06-20,1,"106599",-34.029,23.91246
"TNP009",1,2019-02-06 10:23:00,2019-07-22,1,"113583",-34.02692,23.91242
"TNP010",1,2019-02-06 10:26:00,2019-06-20,1,"121700",-34.02745,23.91307
"TNP011",1,2019-02-06 10:35:00,2019-07-22,1,"114717",-34.02744,23.91432
"TNP012",1,2019-02-06 10:38:00,2019-06-20,1,"106601",-34.02851,23.9143
"TNP013",1,2019-02-06 10:54:00,2019-06-20,1,"113591",-34.02849,23.91307
"TUK30m",1,2022-08-01 11:34:00,2022-11-27 11:50:00,1,"547864",-29.27497,31.49051
"TUK30m",2,2023-08-14 08:00:00,2024-08-27 09:13:00,2,"547853, 547166",-29.27497,31.49051
"TUK60m",1,2022-08-01 12:57:00,2022-11-27 13:10:00,1,"547854",-29.36118,31.63658
"TUK60m",2,2023-08-14 12:00:00,2024-08-27 10:01:00,2,"547849, 547842",-29.36118,31.63658
"TUK80m",1,2022-08-01 14:15:00,2024-08-27 10:51:00,4,"547167, 547841, 547863, 547155",-29.42811,31.77517
"Techobanine 1",1,2015-11-28 09:14:00,2020-02-03 12:40:00,5,"120144, 119619, 112372, 120151, 112438",-26.64916667,32.90308333
"Techobanine 1",2,2020-12-12,2021-12-05,1,"120172",-26.64916667,32.90308333
"Techobanine 2",1,2015-11-28 09:45:00,2021-12-05,7,"120168, 112471, 119168, 120162, 112380, 112460, 119176",-26.64916667,32.90911111
"Techobanine 3",1,2015-11-28,2021-12-05,7,"123196, 112433, 119617, 120173, 112381, 112463, 119104",-26.64916667,32.91513889
"Tinley Manor",1,2015-05-21 08:30:00,2017-08-04,2,"126060, 129004",-29.45311667,31.29273333
"Tinley Manor_ORI",1,2021-02-27 05:50:00,2025-02-12 13:00:00,4,"136520, 136533, 133802, 130588",-29.4461,31.295933
"Toti",1,2015-03-23 09:15:00,2017-05-05,2,"126064, 127057",-30.04766667,30.9019
"Toti Golf",1,2015-03-23 08:30:00,2017-05-05,2,"126065, 127058",-30.01628333,30.9378
"Tyolomnqa",1,2015-05-18 08:10:00,2024-07-30 12:15:00,7,"123192, 123193, 112436, 123203, 112380, 120139, 123191",-33.22471,27.57863
"UM001",1,2015-10-09 05:30:00,2018-12-19 09:10:00,4,"119174, 102855, 126028, 112418",-29.64118333,31.1455
"UMZ001",1,2024-08-21 09:00:00,2025-09-14 13:33:00,1,"545747",-30.631398,30.648901
"UNIM001",1,2019-01-08 11:50:00,2019-02-23 12:10:00,1,"123562",-34.404101,20.861877
"UNIM001",2,2019-03-18 14:01:00,2019-04-14 11:00:00,1,"112319",-34.404101,20.861877
"UNIM002",1,2019-01-08 11:27:00,2019-11-01,1,"108555",-34.418837,20.858162
"UNIM003",1,2019-01-08 08:37:00,2019-11-01,3,"127573",-34.443391,20.875261
"UNIM003b",1,2020-02-14 08:05:00,2021-03-18 12:15:00,2,"127573, 108555",-34.4603301,20.731558
"UNIM004",1,2019-01-08 08:12:00,2019-02-10 09:49:00,1,"108556",-34.452201,20.874914
"UNIM004",2,2019-03-18 12:39:00,2020-01-01,2,"119786",-34.452201,20.874914
"UNIM004b",1,2020-02-13 09:25:00,2020-05-01 09:55:00,1,"119786",-34.45211944,20.8775
"UNIM005",1,2019-01-08 07:38:00,2019-02-23 12:00:00,1,"123564",-34.465451,20.870901
"UNIM005",2,2019-03-18 11:36:00,2020-05-01 11:53:00,3,"112351",-34.465451,20.870901
"UNIM006",1,2019-01-06 13:39:00,2019-04-14 09:40:00,2,"112322",-34.454207,20.677122
"UNIM007",1,2019-01-06 11:17:00,2019-02-17 10:03:00,1,"112323",-34.588587,20.381112
"UNIM007b",1,2019-07-27 13:56:00,2021-11-10,2,"128543",-34.383702,20.896012
"UNIM008b",1,2020-02-14 09:40:00,2021-03-18 16:30:00,2,"108555, 119785",-34.531217,20.473833
"UNIM009",1,2019-01-06 11:32:00,2019-05-26 11:25:00,3,"119785",-34.603363,20.358907
"UNIM009b",1,2019-07-28 11:23:00,2020-05-05 10:45:00,2,"119785",-34.6088,20.3619
"Umdloti_ORI",1,2021-02-25 08:37:00,2025-07-02,4,"136525, 102406, 123252, 136521",-29.666017,31.131583
"Umgababa",1,2015-06-19 10:30:00,2017-08-02,2,"126066, 128998",-30.13781667,30.85271667
"Umgeni River",1,2015-05-28 08:30:00,2017-07-25,2,"126062, 129001",-29.80153333,31.053
"Umtentweni",1,2015-06-12 09:30:00,2017-08-15,2,"112460, 128997",-30.712667,30.489233
"Umzumbe",1,2021-03-04 10:30:00,2023-03-17 09:26:00,2,"136533, 108760",-30.6296,30.550783
"VDRiets",1,2019-11-14 11:08:00,2025-04-25 10:29:00,9,"126031, 546776, 549564, 546784, 545750, 545755, 545673, 549806, 547828",-33.75919,25.79608
"VKV001",1,2024-04-12 14:38:00,2025-03-13 08:51:00,1,"546761",-32.74376667,18.0358
"VKV002",1,2024-04-12 15:46:00,2025-03-13 10:38:00,1,"546770",-32.76528333,18.08878333
"VKV003",1,2024-04-12 14:54:00,2025-03-13 09:15:00,1,"546783",-32.7452,18.0779
"VKV004",1,2024-04-12 15:46:00,2024-08-23,1,"549808",-32.76543333,18.11658333
"VKV005",1,2024-04-12 15:22:00,2025-03-13 09:33:00,1,"547826",-32.73975,18.11981667
"VKV006",1,2024-04-12 15:31:00,2025-03-13 09:57:00,1,"551314",-32.73788333,18.14771667
"Valentina - Seal Island - VPS 01",1,2017-07-13 13:55:00,2018-02-13 14:40:00,1,"119626",-34.149733,22.121367
"Valentina - Seal Island - VPS 03",1,2017-07-13 14:53:00,2018-03-16 11:24:00,1,"123193",-34.149317,22.1271
"Vubu 1",1,2017-10-01 10:05:00,2021-12-20 10:00:00,3,"119022, 112372",-31.61947,29.54604
"Vubu 1",2,2022-08-16 09:55:00,2025-08-11 16:45:00,2,"123201, 120128",-31.61947,29.54604
"WB001",1,2016-05-17 08:27:00,2017-02-28,1,"119102",-34.41953,19.25393
"WB001_b",1,2018-08-31 09:20:00,2020-07-02,4,"126035, 112375, 120169, 133828",-34.50087,19.33779
"WB001_b",2,2021-03-29 10:05:00,2025-06-13 10:00:00,5,"112466, 133822, 119628, 552852, 546785",-34.50087,19.33779
"WB002",1,2016-05-17 08:35:00,2018-08-31 11:34:00,2,"120163, 112418",-34.42059,19.24751
"WB002_b",1,2018-08-31 09:35:00,2025-06-13 10:34:00,9,"126043, 112433, 126042, 112336, 126026, 120157, 131732, 552853, NA",-34.46845,19.31961
"WB003",1,2018-08-31 11:00:00,2020-02-26 10:13:00,3,"120139, 112439, 112466",-34.42593,19.2842
"WB003",2,2021-03-29 12:41:00,2025-05-05 09:54:00,5,"126042, 133826, 131734, 552854, 551315",-34.42593,19.2842
"WB004",1,2016-05-17 09:10:00,2025-06-13 08:39:00,11,"123200, 120144, 120155, 112471, 126039, 120129, 126050, 119105, 120173, 552855, 552857",-34.43622,19.22757
"WP001",1,2022-05-18 09:43:00,2025-05-14 11:39:00,4,"136524, 123252, 139330",-27.76745,32.63227
"WRA",1,2015-12-03 12:47:00,2018-04-19 15:10:00,3,"128103, 108815, 108886",-34.24647,18.5599
"WRA",2,2018-12-05 10:10:00,2020-09-02 16:59:00,2,"128108, 108885",-34.24647,18.5599
"Wells Estate",1,2015-04-02,2017-10-21,2,"112806",-33.83911667,25.65618333
"Wells Estate",2,2017-12-15,2018-08-22,1,"112806",-33.83911667,25.65618333
"Woody Cape",1,2015-04-02,2016-03-29,1,"112812",-33.76771667,26.28958333
"Woody Cape Offshore 1",1,2015-02-04,2023-04-13 14:19:00,16,"112441, 102856, 123191, 126029, 120171, 112463, 547131, 547843, 547134, 547129, 547132, 547151, 547852, 547158, 547155",-33.75607,26.22909
"Woody Cape Offshore 1",2,2023-10-18 13:58:00,2025-04-10 10:54:00,3,"547139, 547843, 547849",-33.75607,26.22909
"Woody Cape West",1,2015-05-13,2015-11-02,1,"119635",-33.7358,26.05983
"Woody Cape West",2,2016-06-06,2019-04-25,6,"112434, 102851, 119630, 123200, 547152, 547129",-33.7358,26.05983
"Woody Cape West",3,2019-10-18,2020-03-19,1,"547845",-33.7358,26.05983
"Woody Cape West",4,2020-06-08,2025-05-15 11:04:00,10,"547134, 547845, 547130, 547135, 547846, 547129, 547131, 547857, 547855, 547144",-33.7358,26.05983
"Woody Cape-BI",1,2015-04-02,2016-03-29,1,"112813",-33.80708333,26.29148333
"Zinkwazi",1,2015-03-11 07:30:00,2016-06-28,1,"126058",-29.28196667,31.45466667
